Nr wiersza,Nr zamówienia,Data zamówienia,Priorytet zamówienia,Wielkość zamówienia,Data wysyłki,Rodzaj transportu,Rodzaj opakowania,Segment rynku,Region,Województwo,Miasto,Kod pocztowy,Nr klienta,Kategoria produktu,Podkategoria produktu,Nazwa produktu,Sprzedaż,Cena jednostkowa,Rabat procentowy,Marża podstawowa,Koszt dostawy,Zysk,Miesiąc wysyłki
20756,PL-2013-091129,41553,wysoki,19,41555,lądowy,kontener,osoba fizyczna,północny,pomorskie,Kaliska,37-922,K00524,meble,krzesła,Global Deluxe High-Back Office Chair in Storm,9361.135,475.965,0.01,0.76,100.205,-1632.043,10
20757,PL-2013-091129,41553,wysoki,19,41553,lotniczy standardowy,średnie pudełko,osoba fizyczna,północny,pomorskie,Kaliska,37-922,K00524,urządzenia techniczne,urządzenia biurowe,Canon MP41DH Printing Calculator,8285.865,528.43,0.07,0.38,48.965,-390.628,10
20758,PL-2014-086151,41956,krytyczny,17,41957,lotniczy standardowy,małe pudełko,biuro w domu,południowy,śląskie,Łaziska Górne,48-104,K01404,artykuły biurowe,segregatory,Staples® General Use 3-Ring Binders,115.08,6.58,0.06,0.37,5.215,15.949304,11
20759,PL-2014-086151,41956,krytyczny,37,41957,lotniczy standardowy,małe opakowanie,biuro w domu,południowy,śląskie,Łaziska Górne,48-104,K01404,urządzenia techniczne,akcesoria komputerowe,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",3522.4,104.615,0.09,0.5,6.965,2430.456,11
20760,PL-2011-091131,40871,krytyczny,14,40872,lądowy,wielkie pudło,korporacja,północno-zachodni,wielkopolskie,Godziesze Wielkie,86-401,K00357,meble,stoły,Bevis 36 x 72 Conference Tables,6002.255,435.715,0.07,0.63,181.79,262.472,11
20761,PL-2014-088563,41806,krytyczny,2,41808,lotniczy standardowy,małe opakowanie,korporacja,centralny,łódzkie,Konstantynów Łódzki,48-505,K02072,meble,wyposażenie wnętrza,"GE 4 Foot Flourescent Tube, 40 Watt",114.17,52.43,0.04,0.39,31.465,-59.052,6
20762,PL-2012-087167,41216,wysoki,12,41218,lądowy,kontener,korporacja,wschodni,podlaskie,Zbójna,27-893,K02779,artykuły biurowe,przyrządy,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,11492.53,979.335,0.1,0.59,81.165,211.617,11
20763,PL-2012-087167,41216,wysoki,19,41218,lotniczy standardowy,małe pudełko,korporacja,wschodni,podlaskie,Zbójna,27-893,K02779,artykuły biurowe,teczki,Recycled Eldon Regeneration Jumbo File,808.36,42.98,0.07,0.57,21.455,252.042,11
20764,PL-2011-085940,40643,nieokreślony,8,40646,lotniczy standardowy,średnie pudełko,osoba fizyczna,północno-zachodni,lubuskie,Iłowa,35-756,K01185,artykuły biurowe,przyrządy,Harmony HEPA Quiet Air Purifiers,307.3,40.95,0.08,0.5,24.36,99.981,4
20765,PL-2014-090077,41863,średni,5,41864,lotniczy standardowy,małe opakowanie,korporacja,centralny,mazowieckie,Jakubów,85-351,K01053,urządzenia techniczne,akcesoria komputerowe,"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack",79.765,16.695,0.1,0.72,8.365,-45.21748,8
20766,PL-2014-091139,41669,średni,11,41670,lotniczy standardowy,małe pudełko,korporacja,północno-zachodni,zachodniopomorskie,Lipiany,58-701,K03023,urządzenia techniczne,akcesoria komputerowe,Belkin 105-Key Black Keyboard,785.89,69.93,0.05,0.68,14,80.5714,1
20767,PL-2014-091139,41669,średni,1,41671,lotniczy standardowy,małe opakowanie,korporacja,centralny,mazowieckie,Czarnia,10-583,K03022,urządzenia techniczne,telefony,Accessory31,99.4,125.965,0.09,0.35,3.465,-385.9779,2
20768,PL-2014-088327,41856,nieokreślony,25,41857,lotniczy standardowy,woreczek foliowy,mała firma,północny,pomorskie,Łęczyce,60-102,K02500,artykuły biurowe,akcesoria piśmiennicze,Newell 323,147.525,5.88,0.08,0.59,5.495,-68.635,8
20769,PL-2014-088047,41948,średni,7,41950,lotniczy standardowy,małe opakowanie,korporacja,centralny,mazowieckie,Glinojeck,28-601,K02058,urządzenia techniczne,akcesoria komputerowe,"Maxell Pro 80 Minute CD-R, 10/Pack",420.735,61.18,0.06,0.45,6.965,-5790.379,11
20770,PL-2012-088489,41050,krytyczny,2,41052,lotniczy standardowy,duże pudełko,korporacja,wschodni,lubelskie,Józefów nad Wisłą,47-150,K01545,urządzenia techniczne,kopiarki i faksy,Sharp AL-1530CS Digital Copier,3561.53,1749.965,0.04,0.36,85.715,-3539.62,5
20771,PL-2012-090791,41248,nieokreślony,13,41251,lądowy,wielkie pudło,korporacja,północno-zachodni,lubuskie,Drezdenko,72-401,K01721,meble,szafki,Bush Mission Pointe Library,7104.37,528.43,0.03,0.65,231.945,1861.335,12
20772,PL-2012-090791,41248,nieokreślony,10,41250,lotniczy standardowy,małe pudełko,korporacja,północno-zachodni,lubuskie,Drezdenko,72-401,K01721,urządzenia techniczne,telefony,T60,2908.535,335.965,0.03,0.56,17.15,-358.19,12
20773,PL-2012-090791,41248,nieokreślony,12,41248,lotniczy standardowy,małe pudełko,korporacja,centralny,mazowieckie,Płoniawy-Bramura,35-473,K01719,artykuły biurowe,przyrządy,Staples 6 Outlet Surge,487.97,41.895,0.1,0.58,17.43,-2.254,12
20774,PL-2012-090791,41248,nieokreślony,20,41250,lotniczy standardowy,małe pudełko,korporacja,centralny,mazowieckie,Płoniawy-Bramura,35-473,K01719,urządzenia techniczne,akcesoria komputerowe,"Micro Innovations Micro 3000 Keyboard, Black",1920.87,92.085,0.03,0.75,20.615,1275.7395,12
20775,PL-2014-089511,41649,niski,10,41654,lotniczy standardowy,małe pudełko,korporacja,południowy,małopolskie,Tokarnia,40-258,K02346,meble,wyposażenie wnętrza,"Deflect-o SuperTray™ Unbreakable Stackable Tray, Letter, Black",1009.435,102.13,0.02,0.42,29.925,711.795,1
20776,PL-2011-089503,40553,niski,12,40558,lądowy,kontener,korporacja,południowy,małopolskie,Tokarnia,40-258,K02346,urządzenia techniczne,urządzenia biurowe,Panasonic KX-P3200 Dot Matrix Printer,12974.675,1041.74,0.03,0.57,51.45,-171.402,1
20777,PL-2012-090012,40965,niski,11,40967,lotniczy standardowy,małe pudełko,osoba fizyczna,wschodni,podlaskie,Szczuczyn,48-640,K02894,meble,wyposażenie wnętrza,Eldon Image Series Black Desk Accessories,158.97,14.49,0.05,0.49,23.1,-603.4,2
20778,PL-2014-091143,41884,krytyczny,2,41885,lotniczy standardowy,małe pudełko,biuro w domu,północno-zachodni,zachodniopomorskie,Suchań,85-335,K00200,artykuły biurowe,koperty,"Peel & Seel® Recycled Catalog Envelopes, Brown",95.165,40.53,0.02,0.35,20.02,-37.6418,9
20779,PL-2014-091143,41884,krytyczny,8,41886,lotniczy standardowy,małe pudełko,biuro w domu,północno-zachodni,zachodniopomorskie,Suchań,85-335,K00200,artykuły biurowe,papier,Xerox 1979,917.455,108.43,0,0.4,30.59,469.4004,9
20780,PL-2013-091146,41333,krytyczny,3,41333,lotniczy standardowy,małe pudełko,biuro w domu,północny,kujawsko-pomorskie,Lniano,11-795,K00605,artykuły biurowe,segregatory,Avery Durable Poly Binders,62.055,19.355,0.09,0.39,24.43,-161.44275,2
20781,PL-2014-087788,41908,krytyczny,3,41910,lotniczy standardowy,małe pudełko,korporacja,południowy,małopolskie,Libiąż,33-314,K01540,meble,wyposażenie wnętrza,Eldon Executive Woodline II Cherry Finish Desk Accessories,432.53,143.115,0.07,0.57,66.43,-173.166,9
20782,PL-2013-091156,41534,średni,15,41536,lądowy,kontener,biuro w domu,centralny,łódzkie,Galewice,60-543,K00558,meble,krzesła,"Global Stack Chair without Arms, Black",1337.805,90.93,0.1,0.6,50.26,-666.435,9
20783,PL-2014-089364,41870,niski,18,41875,lądowy,wielkie pudło,osoba fizyczna,północno-zachodni,wielkopolskie,Piła,93-309,K02652,meble,stoły,"Bevis Round Conference Table Top, X-Base",11009.005,627.515,0.03,0.74,102.235,505.10012,8
20784,PL-2013-090366,41616,średni,6,41618,lotniczy standardowy,małe pudełko,osoba fizyczna,północno-zachodni,wielkopolskie,Ślesin,01-420,K00732,urządzenia techniczne,urządzenia biurowe,"AT&T Black Trimline Phone, Model 210",349.965,55.965,0.04,0.49,32.9,-106.925175,12
20785,PL-2013-090366,41616,średni,4,41616,lotniczy standardowy,małe opakowanie,osoba fizyczna,północny,kujawsko-pomorskie,Topólka,04-106,K00729,meble,wyposażenie wnętrza,"Executive Impressions 14"" Two-Color Numerals Wall Clock",339.71,79.52,0.03,0.44,31.465,234.3999,12
20786,PL-2013-088508,41430,wysoki,6,41431,lotniczy standardowy,małe opakowanie,mała firma,centralny,mazowieckie,Krzynowłoga Mała,63-116,K00688,urządzenia techniczne,akcesoria komputerowe,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",466.62,77.84,0.03,0.43,6.965,298.368,6
20787,PL-2012-086492,40950,średni,8,40951,lotniczy standardowy,średnie pudełko,mała firma,południowy,śląskie,Miedźno,32-004,K03167,urządzenia techniczne,urządzenia biurowe,Canon F603 Scientific Calculator,293.93,34.965,0,0.36,21.84,-304.731,2
20788,PL-2012-086492,40950,średni,6,40952,lotniczy ekspresowy,małe pudełko,mała firma,centralny,łódzkie,Wartkowice,33-952,K03168,urządzenia techniczne,akcesoria komputerowe,"Fellowes Internet Keyboard, Platinum",610.54,106.47,0.1,0.74,30.275,1494.654,2
20789,PL-2011-089344,40786,nieokreślony,14,40788,lotniczy standardowy,małe opakowanie,korporacja,centralny,mazowieckie,Lipowiec Kościelny,89-041,K00719,urządzenia techniczne,akcesoria komputerowe,Hewlett-Packard 4.7GB DVD+R Discs,427.875,29.75,0,0.49,6.965,251.0746,9
2079,PL-2012-014855,41029,nieokreślony,44,41031,lotniczy ekspresowy,małe pudełko,korporacja,północny,kujawsko-pomorskie,Bydgoszcz,92-037,K01723,artykuły biurowe,segregatory,Avery Poly Binder Pockets,612.15,12.53,0.06,0.37,19.145,-528.1605,5
20790,PL-2011-089344,40786,nieokreślony,2,40788,lotniczy standardowy,małe pudełko,korporacja,centralny,mazowieckie,Lipowiec Kościelny,89-041,K00719,artykuły biurowe,teczki,Fellowes Stor/Drawer® Steel Plus™ Storage Drawers,721.315,334.005,0.03,0.79,69.965,-277.6228,9
20791,PL-2012-090807,41046,niski,11,41053,lądowy,kontener,osoba fizyczna,centralny,łódzkie,Radomsko,95-351,K00901,urządzenia techniczne,urządzenia biurowe,Epson LQ-570e Dot Matrix Printer,11190.27,948.395,0.01,0.56,98.21,7721.2863,5
20792,PL-2013-088096,41345,niski,7,41349,lotniczy standardowy,małe pudełko,korporacja,północny,warmińsko-mazurskie,Wilczęta,78-501,K01562,urządzenia techniczne,akcesoria komputerowe,Microsoft Internet Keyboard,549.885,73.395,0.02,0.78,22.75,-331.065,3
20793,PL-2013-088096,41345,niski,13,41352,lotniczy standardowy,małe pudełko,korporacja,północny,warmińsko-mazurskie,Wilczęta,78-501,K01562,artykuły biurowe,papier,Xerox 210,272.475,22.68,0.1,0.37,25.795,-666.995,3
20794,PL-2014-086435,41820,krytyczny,17,41820,lotniczy standardowy,małe pudełko,korporacja,wschodni,lubelskie,Susiec,34-761,K03118,artykuły biurowe,etykiety,Avery 494,155.82,9.135,0.03,0.39,1.75,59.95815,6
20795,PL-2011-086432,40724,krytyczny,11,40726,lądowy,kontener,korporacja,południowy,śląskie,Tarnowskie Góry,32-839,K03119,meble,stoły,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",13202.665,1223.075,0.08,NA,210,1795.794,7
20796,PL-2013-091162,41569,niski,21,41571,lotniczy ekspresowy,woreczek foliowy,mała firma,centralny,łódzkie,Opoczno,61-604,K00629,artykuły biurowe,papier,"Speediset Carbonless Redi-Letter® 7"" x 8 1/2""",761.67,36.085,0.08,0.38,6.265,525.5523,10
20797,PL-2014-085890,41678,średni,10,41679,lotniczy standardowy,małe pudełko,biuro w domu,centralny,łódzkie,Lipce Reymontowskie,14-901,K01497,artykuły biurowe,segregatory,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",559.475,53.06,0.03,0.39,52.815,-889.48475,2
20798,PL-2011-088267,40606,niski,2,40610,lotniczy standardowy,małe pudełko,korporacja,północny,pomorskie,Sopot,33-311,K02358,urządzenia techniczne,telefony,TimeportP7382,1136.17,720.965,0.1,0.56,31.465,514.5,3
20799,PL-2012-090732,41188,niski,16,41195,lotniczy standardowy,małe opakowanie,biuro w domu,północny,warmińsko-mazurskie,Korsze,33-134,K01499,urządzenia techniczne,akcesoria komputerowe,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",2599.485,158.165,0.04,0.55,6.965,-380.534,10
2080,PL-2012-014855,41029,nieokreślony,48,41031,lotniczy standardowy,małe opakowanie,korporacja,północny,kujawsko-pomorskie,Bydgoszcz,92-037,K01723,meble,wyposażenie wnętrza,Eldon Pizzaz™ Desk Accessories,363.3,7.805,0.1,0.41,15.995,-526.855,5
20800,PL-2012-091163,41220,średni,20,41222,lotniczy standardowy,małe pudełko,korporacja,południowo-zachodni,opolskie,Paczków,82-001,K01475,artykuły biurowe,segregatory,Self-Adhesive Ring Binder Labels,249.935,12.32,0.07,0.38,23.905,85.11265,11
20801,PL-2014-088640,41711,wysoki,3,41713,lotniczy standardowy,małe opakowanie,osoba fizyczna,centralny,mazowieckie,Kowala,66-762,K01020,meble,wyposażenie wnętrza,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",204.015,70.84,0.1,0.49,23.345,140.77035,3
20802,PL-2012-087336,41116,niski,10,41123,lotniczy standardowy,małe pudełko,korporacja,wschodni,podlaskie,Kulesze Kościelne,95-969,K01913,artykuły biurowe,segregatory,Ibico Presentation Index for Binding Systems,132.335,13.93,0.09,0.38,18.41,-429.34675,8
20803,PL-2012-087336,41116,niski,7,41123,lotniczy standardowy,woreczek foliowy,korporacja,wschodni,podlaskie,Kulesze Kościelne,95-969,K01913,artykuły biurowe,akcesoria piśmiennicze,Avery Hi-Liter® Smear-Safe Highlighters,137.41,20.44,0.1,0.49,2.905,94.8129,8
20804,PL-2011-089686,40846,niski,21,40853,lotniczy standardowy,woreczek foliowy,biuro w domu,centralny,mazowieckie,Gozdowo,33-511,K01347,artykuły biurowe,spinacze i zszywki,Staples Metal Binder Clips,181.51,9.17,0.1,0.39,2.8,-330.71815,11
20805,PL-2014-091033,41670,niski,7,41675,lotniczy standardowy,małe pudełko,mała firma,południowo-zachodni,opolskie,Gogolin,55-044,K02834,artykuły biurowe,teczki,"Iris® 3-Drawer Stacking Bin, Black",523.53,73.115,0.01,0.83,40.32,-961.5704,2
20806,PL-2013-089238,41418,krytyczny,16,41419,lotniczy standardowy,woreczek foliowy,korporacja,wschodni,lubelskie,Lublin,75-217,K00204,artykuły biurowe,nożyczki i linijki,Martin-Yale Premier Letter Opener,718.76,45.08,0.05,0.82,16.065,-430.745,5
20807,PL-2011-086409,40683,średni,9,40683,lotniczy ekspresowy,małe pudełko,mała firma,centralny,mazowieckie,Różan,75-146,K01108,artykuły biurowe,segregatory,GBC Wire Binding Strips,946.925,111.09,0.09,0.37,44.17,234.87625,5
20808,PL-2011-086409,40683,średni,13,40686,lotniczy standardowy,woreczek foliowy,mała firma,centralny,mazowieckie,Różan,75-146,K01108,artykuły biurowe,papier,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",278.67,22.225,0.04,0.39,3.57,192.2823,5
20809,PL-2011-086409,40683,średni,8,40684,lotniczy ekspresowy,małe pudełko,mała firma,centralny,mazowieckie,Różan,75-146,K01108,urządzenia techniczne,telefony,Talkabout T8367,1679.265,230.965,0.02,0.56,31.465,588.8295,5
2081,PL-2012-014855,41029,nieokreślony,19,41031,lądowy,wielkie pudło,korporacja,północny,kujawsko-pomorskie,Bydgoszcz,92-037,K01723,meble,stoły,Bevis 36 x 72 Conference Tables,8951.285,435.715,0.01,0.63,181.79,-589.68,5
20810,PL-2011-091167,40903,nieokreślony,12,40903,lotniczy standardowy,małe opakowanie,biuro w domu,południowy,małopolskie,Nowe Brzesko,54-220,K02587,meble,wyposażenie wnętrza,"Executive Impressions 14"" Two-Color Numerals Wall Clock",1014.58,79.52,0.02,0.44,31.465,700.0602,12
20811,PL-2011-091174,40861,średni,7,40862,lotniczy standardowy,małe pudełko,mała firma,północny,kujawsko-pomorskie,Łasin,61-801,K00539,artykuły biurowe,segregatory,GBC Recycled Regency Composition Covers,1450.715,209.23,0.05,0.39,36.015,558.35395,11
20812,PL-2011-091174,40861,średni,28,40863,lotniczy standardowy,małe opakowanie,mała firma,południowy,śląskie,Jejkowice,60-061,K00540,urządzenia techniczne,telefony,Accessory29,1643.915,73.465,0.08,0.83,4.375,53.7999,11
20813,PL-2014-090152,41951,średni,23,41951,lotniczy standardowy,średnie pudełko,korporacja,północno-zachodni,zachodniopomorskie,Pełczyce,29-301,K02286,artykuły biurowe,przyrządy,Bionaire 99.97% HEPA Air Cleaner,1400.665,61.32,0.08,0.5,28.595,-70.38115,11
20814,PL-2014-090152,41951,średni,5,41952,lotniczy standardowy,małe pudełko,korporacja,północno-zachodni,zachodniopomorskie,Pełczyce,29-301,K02286,urządzenia techniczne,akcesoria komputerowe,"Fellowes Basic 104-Key Keyboard, Platinum",409.955,73.325,0,0.6,14,148.68,11
20815,PL-2014-091186,41818,krytyczny,17,41820,lotniczy standardowy,małe pudełko,biuro w domu,centralny,łódzkie,Tuszyn,50-265,K02987,artykuły biurowe,segregatory,Avery Poly Binder Pockets,207.305,12.53,0.06,0.37,19.145,-513.3968,6
20816,PL-2011-091180,40722,krytyczny,17,40722,lądowy,wielkie pudło,biuro w domu,centralny,łódzkie,Tuszyn,50-265,K02987,meble,szafki,"Bush Westfield Collection Bookcases, Fully Assembled",5951.33,353.43,0.09,0.62,125.44,-362.684,6
20817,PL-2011-091180,40722,krytyczny,6,40722,lotniczy standardowy,małe pudełko,biuro w domu,centralny,łódzkie,Tuszyn,50-265,K02987,artykuły biurowe,papier,Xerox 196,125.86,20.23,0.1,0.36,27.86,-202.384,6
20818,PL-2012-087622,41093,krytyczny,11,41095,lądowy,wielkie pudło,mała firma,północno-zachodni,wielkopolskie,Stare Miasto,95-630,K02931,urządzenia techniczne,urządzenia biurowe,Hewlett-Packard 2600DN Business Color Inkjet Printer,4447.625,419.965,0.06,0.39,196.49,-120.06435,7
20819,PL-2012-087622,41093,krytyczny,7,41096,lotniczy standardowy,woreczek foliowy,mała firma,północno-zachodni,wielkopolskie,Stare Miasto,95-630,K02931,artykuły biurowe,akcesoria piśmiennicze,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",888.615,127.925,0.07,0.41,48.615,365.295,7
20820,PL-2014-088357,41901,krytyczny,13,41903,lotniczy standardowy,małe pudełko,korporacja,centralny,mazowieckie,Zbuczyn,10-956,K02089,artykuły biurowe,etykiety,Self-Adhesive Removable Labels,144.2,11.025,0.02,0.37,1.715,99.498,9
20821,PL-2013-091126,41572,niski,15,41579,lotniczy standardowy,małe pudełko,korporacja,centralny,łódzkie,Wróblew,14-120,K02390,artykuły biurowe,teczki,Project Tote Personal File,694.05,49.105,0.08,0.56,32.795,-560.4228,11
20822,PL-2013-091126,41572,niski,16,41576,lądowy,wielkie pudło,korporacja,centralny,łódzkie,Wróblew,14-120,K02390,meble,stoły,Bush Advantage Collection® Round Conference Table,12079.41,744.1,0.04,0.73,385.7,-1942.127788,10
20823,PL-2012-090717,40966,krytyczny,9,40966,lotniczy standardowy,woreczek foliowy,korporacja,północno-zachodni,wielkopolskie,Kępno,55-803,K02372,artykuły biurowe,spinacze i zszywki,Bagged Rubber Bands,37.1,4.41,0.09,0.81,2.45,-75.285,2
20824,PL-2011-088556,40766,wysoki,14,40768,lądowy,wielkie pudło,korporacja,centralny,łódzkie,Konstantynów Łódzki,48-505,K02072,meble,szafki,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",11819.71,913.43,0.09,0.59,146.685,4575.4422,8
20825,PL-2011-088556,40766,wysoki,11,40768,lotniczy standardowy,małe opakowanie,korporacja,centralny,łódzkie,Konstantynów Łódzki,48-505,K02072,meble,wyposażenie wnętrza,Ultra Door Pull Handle,433.755,36.82,0.01,0.52,27.79,-55.3644,8
20826,PL-2011-088556,40766,wysoki,14,40768,lotniczy ekspresowy,małe pudełko,korporacja,centralny,łódzkie,Konstantynów Łódzki,48-505,K02072,artykuły biurowe,papier,Xerox 1920,328.86,20.93,0.02,0.4,26.25,-195.4134,8
20827,PL-2011-088157,40786,nieokreślony,16,40789,lotniczy ekspresowy,małe pudełko,biuro w domu,południowy,śląskie,Przyrów,44-125,K02908,urządzenia techniczne,akcesoria komputerowe,Fellowes EZ Multi-Media Keyboard,2033.78,122.43,0.05,0.76,26.355,-114.3324,9
20828,PL-2011-088157,40786,nieokreślony,8,40788,lotniczy standardowy,woreczek foliowy,biuro w domu,południowy,śląskie,Przyrów,44-125,K02908,artykuły biurowe,nożyczki i linijki,Serrated Blade or Curved Handle Hand Letter Openers,96.355,10.99,0,0.84,6.72,-45.9732,9
20829,PL-2011-089595,40569,wysoki,1,40571,lotniczy standardowy,małe pudełko,osoba fizyczna,centralny,mazowieckie,Baboszewo,48-101,K01361,artykuły biurowe,etykiety,Avery 498,10.78,10.115,0.01,0.38,1.75,4.2826,1
20830,PL-2011-089595,40569,wysoki,8,40570,lotniczy standardowy,małe opakowanie,osoba fizyczna,centralny,mazowieckie,Siennica,52-761,K01360,meble,wyposażenie wnętrza,Nu-Dell Leatherette Frames,417.515,50.19,0.03,0.49,17.5,288.08535,1
20831,PL-2013-091189,41488,krytyczny,11,41489,lotniczy ekspresowy,małe pudełko,korporacja,południowo-zachodni,opolskie,Zawadzkie,51-503,K02103,artykuły biurowe,koperty,Colored Envelopes,175.455,12.915,0.02,0.39,8.75,35.4312,8
